idx,Score,Text
5728,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5729,Neutral,"Itlarni kupayib ketganidan keyin nima kilsin yevvoyi itlar kutirish,kutir va boshka kasalliklarni tarkatib tuda- tuda bulib odamlarga xujim kiladi xattoki kabrstonlarga joylashib kabrlarni xam kovlab tashlaydi.Odamla
rni mollariga xujim xam kiladi.Agarda shuncha jonkuyar bulsangiz keling 15-20 matasini ushlab beraman bokasiz savobga kolgan bulasiz"
5730,Negative,Rossiyani yuk kilish kerak bunga sabablar kup misol uchun Rossiya tasiri utaydigon mamlakatlarda kashshok. Amerika tasiri utgan mamlakatlar rivojlanib ketgan
5731,Negative,Bu sanksiyalari orkasidan Amerika uzi BOTKOKka botib kolish extimoli xam yuk emas.
5732,Negative,Putin Aka Gazini Bosing Kurkmang Amerika Xamma joyga burnini sukadi Rassiyaga tishi utmaydi
5733,Negative,Sababi rossiya oʻta boy davlat u xar yili kuchaymoqda agar shu ketishda davom etsa aqsh batamam xonavayron boʻladi shu sabab xam uni rivojlanishga toʻsqlik qilish kerakda.....
5734,Negative,"Rus Oligarxlari bugunda illo billo yo bari SOKKAlari AKShda kolib ketadi, yoxud tuknashuvda Rossiya extimolo ustun kelsa AKSh oligarxlari SOKKAlarini olib kuyishadida!!! Russkaya ruletka uyini xam xuddi shu kabidur!"
5735,Neutral,Bu ketishda Rossiya Donbass Bilan Lugansk ni olib kuyadi.
5736,Negative,Sng barcha raxbarlariga kullash kerak
5737,Negative,Kutligi uchun
5738,Negative,"amerikaga la'naylar bo'lsin...u buzishdan boshqasini va yolg'onchilikda
n boshqasini bolmaydi..."
5739,Negative,Bu svnksya ortida Amerika butkul inkiroz kuchpsiga kolgan ittifokchilari esa juda katta inkirozga uchrab keyin dollor atamasi jaxon arenasidan yuk bulib ketish mumkin boisi Rossiyabu paytga kelib Osiyo bozoriga utib muomilada esa uz rubel bilan bozor chikadi.
5740,Negative,Endi rusga tashiydi pulini.boylar xam yig'laydi
5741,Neutral,Kim ohirigacha uqidi
5742,Negative,"Bu sanksiya rus xalkini kuzgalishi uchun, chunki xalkga kancha kiyin bulsa, Putin va uning siyosatiga karshi norozi xalk kupayadi va Navalnыy ga uxshaganlar miting tashkillashtiradi
."
5743,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5744,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5745,Neutral,"Xa juda dolzarb masalani kutargan ekan. Lekin shu bolalar nafaqasi deb kupchilik yotib ichar bulib olgan. Nima emish bola tugʻsa davlat boqar emish. Tugʻri davlat tashlab quygani yuq, lekin bola pulini yeb yotmasdan xarakat xam qilish kerak. Tokaygacha boqimanda buladi? Uzim bilan tengdosh baʼzi qushnilarimga ish topib bergandim, ishlashni uylash tugil uzimni yozgʻirib ketdi sendan ish suradimmi?-deb.
Domning oldida ertadan kechgacha gʻiybat qilib utayotgan umrlariga men achinaman. Bolalari xam xuddi uzlariga uxshab ishyoqmas dangasa bulib borayapti. Ertaga shu bolalar katta bulib ota-onasidan nimaga bizga sharoit yaratib bermagansizlar,
nimaga sizlar unaqasizlar?-de
b surasa nima deb javob berarkan xayronman. Bola kattaradi, uzini tengdoshlariga solishtirib kungillari uksiydiku axir."
5746,Neutral,"Xech narsaga tushunib boʻlmaydi. Erini ish haqi 1milionga ham yetmaydigan juvon, 3 farzandi uchun bolalar nafaqasini olish uchun, sobesgm hujjat olib borsa, ,, toʻgʻri, ish haqlmring kam ekan, lekin bolalar pvlini olish uchun siz ishlashingiz kerak, ishlamasangiz, sizga toʻlanmaydi deb qaytarishdi. Unda kam ttaʼmirlangmn oila deganda nimanitushunish kerak? 5 nafar aʼzosi boʻlgan oila va 1 milion soʻmga ham bormayligan ish haqiga ega, boshqa daromadi yoʻq oilani nima deb atash kerak? Agar shu oila beksida ishlash imkoniyati boʻlganda va hech boʻlmasa 1 milion oylik olganida, oʻsha,, sobes""ga bosh egib bormas edi. Uch voyaga yetmagan farzandini voyaga yetkazishni oʻzi boʻladime? Moddiy yordam shularga berilmasa kimga beriladi?"
5747,Positive,Shariat konunidagi zakot va ushrni targib etish davlatga xam xalkka xam foydasi tegadi.Bu yeng yaxshi ishtimoiy ximoya turdir.
5748,Neutral,Shu vaktgacha nima berilgan ekan ijtimoyi ximoyaga muxtoj axoliga???????
5749,Negative,Tepada oʻtirgan gʻalamkslar faqat oʻzlari uchun organni tanlab oldi oʻzini qoʻriqlash maqsadida olomon koʻtarildi organ ortida yashirinadi
5750,Positive,Bir faylasuf aytgan ekan kiynalgan odamga balik emas karmok ber deb.bizda xam makola bor kuldan berganiga kush tuymas degan.bizda karmok tushunchasi bu tadbirkorlik lekin tadbirkorlik boshlashga pul yuk shunda davlat bank orkali kredit berishi kerak .lekin kredit foizlari katta .shuni kurib chikish kerak
5751,Neutral,Tugi aytilgan. Xar bir vazirlik ijtimoiy ximoyani uzicha talkin kilyapti .Buni okibatida xakikatdan ijtimoiy ximoya ga muxtoj lar kolib ketyapti.Xali xam usha tanish bilishchilik Karindosh urug ilik musullarga yekmagan odamlar yani ayellar kup shikoyat kilganlaring cheta kolib ketyapti.
5752,Negative,"Adolatsizliklar
davom etayapti. Fakat farki oldingidan yuz baravar kuprok. Mansabdorlar almashgani bilan adolatsizliklar
davom etaveradi.
Uzbekiston. Buxoro shaxri. 2009 yil ruxsat olib uz mexnatim bilan barpo kilgan 500 ta mevali daraxtli bogimni 2018 yil 16 noyabr kuni buldozer bilan surib buzib tashlashdi. Yillar davomida kishin yozin mexnat kilib uz mexnatim bilan barpo kilgan bogimni bir soatda vaxshiylarcha tekislab tashlashdi. Buning xammasi adolatning yukligidan noxakliklar davom etayatganidan dalolat beradi. Xattoki buldozerda surilgan daraxtlarimni utinga sotib pullashipti va bogni atrofi panjaralarni ugirlashdi vaxshiylar. Bogimni tiklashga yordam bering.
#stoplawlessness"
5753,Positive,Arziydi. Eng yaxshi aktyor u.
5754,Positive,Hammasi yaxshi aktyor
5755,Positive,"Javoxir Zokirov uynagan kinolarni albatta kizikish bn kuramiz, Bobur Yuldoshev va Yigitalini xam , ular bemani kinolarda uynashmaydi xam"
5756,Neutral,"Gonorari yetmaydigan akterlarni, kam taminlanganlar
safiga kúshish kerak. Moddiy yordam, degan narsalar bor. Bechoralar kiynalib ketibdi.
Chelendj kilish kerak:
Úzbek aktyorlariga kuniga 1000 dollardan berilsin."
5757,Positive,Ustazodade baribir bular. Kon kongiga singib ketgan sanat. Kurinishidan bilinadi bu insoni kanakk akterligi. Suniymasdeye. Xakikiy toza akter 999 probalik tozza tillaga uxshab. Bu insoni ota onasi zalatoy insonlar. Jamshidakani kalbi kanakangi tozaa inson edii. Joylariz jannatda bolsin Jamshidaka. Zor insonlar ulib ketishdi. Gavxaropa sog bolsinlar.
5758,Neutral,Shoʻrlik aktyorlargayam qiyin ekan... Bir kunga atigi 500 dollar olishsa...
5759,Neutral,Bir oyda topganini bitta farroj un ikki yilda topar ekan.
5760,Neutral,Lekin fakat yomon rolarda uynaydi
5761,Neutral,NU I ChTO??? KIMNI NIMA IShI BOR??? ShUYaM MAVZUMI???
5762,Neutral,“Bozori chaqqon akterlar” -imiz o’ynagan kinolarini hech ko’rmas ekanman 
5763,Neutral,Kimga qiziq
5764,Neutral,"Xozir bit bachkana serialda uynab kuygan, fakat sukinish va kuchama-kucha yurish roli. Uzicha razborщik roli, sukinish bilan utadi seriya. Shundan keyin sal xurmatim tushdi, va obruylari xam deb uylayman."
5765,Neutral,Xakikatdan xam rolni koyillatadida
5766,Neutral,"1 tiyinga kimmat,,,"
5767,Neutral,"Ha kam ekan. shu uchun pulini bersa ma'nosiz kinolarda ham oynayverisharka
nda.."
5768,Neutral,axad kayum 30 dollirni olib 30 ming dollir olaman deb uz kavnini uzi kutarib yurarkanda
5769,Neutral,"Bechoralar, juda qiynalib ketishibdiku."
5770,Neutral,Faqat koʻcha molidan boshqa rollari bormi oʻzi.
5771,Positive,Yaxshi akter rol ni Zur uynaydi ayniksa banditlarni
5772,Neutral,"Buni sababi oddiy : shunchaki bizni yurtimizda 500 dollar uta katta pul xisoblanadi, chet davlatlar uchun bu arzimagan summa"
5773,Neutral,Xamma rolni Bir xil uyniydi talant yuk familiyasi bor kem kurvoti bu tupoy seriala oni.bir kursang akter Bir kursang xopiz
5774,Positive,"Oma uzbek kinolariga gap yuk.Kaynota kelingayam xazil kip kuyoradi.Ssenari
ylar original xech plagiat ishlatishmaydi.Do
im dangillama uylar kimmatbaxo mashinalar ...."
5775,Neutral,"Javoxir Zokirov arziydi, Bobur Yoʻldoshev xam. Uluĝbek, Uchqun Tillayev, Yodgor Sadiyev.... Vot Yigitalini bilmadim. Narxni ozi qoʻyvoganmi"
5776,Neutral,Mani 2 oylik oyligimu...
5777,Neutral,Umir buyi ishlagan pensioner xam Bir oyda oladigan pulidan ancha barobar kuniga topishadida Yana norozi
5778,Neutral,Kuniga 500 $ oladi degani har kuni shuncha pul topadi degani emasku.Har kuni syomkaga tushmasa kerak))
5779,Negative,"Bu yozganlarini ichida komik aktyor Muxammad ISO Abdulxayirovdan
boshkasi Bir tiyin."
5780,Neutral,Ulugbek Kodirov Nr1
5781,Neutral,Baxil insonlar nakadar kup
5782,Neutral,bechoralar bularnikidaka muammo xich kimda yuk yurtimizda
5783,Neutral,"Aktyorlar bir kunda 200-300$ topar ekanda
Ukituvchilar bir oy mexnat kiladi 200$ uchun"
5784,Positive,Javoxir zokirov 1000 $ gonorar olsayam arzidi !!! Rolini xakikatdan xam ajoyib uynaydi talantli aktyor gap yuk
5785,Neutral,"Otarchilik kilinglar, gonorar oshadi, Otarchilarni Davri yana 20 yil trendda buladi.
To ki Zamonaviy va Diniy ilmlarni Yosh aalod uzlashtirmagunga
kadar."
5786,Neutral,Shu kammi man 200 $ uchun bir oy chakag uraman kerakli narsalarni yodlayman . Kerak b0lsa bolalar uchun aktrisaga ham aylanasan asab hammasi ketadi
5787,Neutral,Javoxir utgan yili intervyu berganida eshakka xam bizdan kup pul tulayapti degan edi
5788,Neutral,"Man hurmat qilaman ushbu aktiyorni.
Juda ham qimmat deb boʻlmaydi ularning bu aktiyorskiy ijodi uchun."
5789,Neutral,Artist degani grek tilida BEXAYo degan manoni anglatarkan.
5790,Positive,"Javohir rollarini yaxshi oʻynaydi.Ijobiyd
an koʻra salbiy rolni oʻynash qiyinroq deb oʻqigandim,shu toʻgʻri boʻlishi mumkin"
5791,Positive,"Rolini yaxshi marimiga yetkazib uynaydi.kani endi zur ssenarilar bulsa shu aktyorlarga.bech
oralar kagdegi bachkana kinolarda rol uynashadi."
5792,Neutral,"Birorta kuni 500$ arzigulik rol ijro etganini koʻrmabmizku.Qiz
iq Hamza Umarovday ustoz sanatkorlar tirik boʻlganida javohirning kulik roliga qanaqa baho berardiya.Esiz sanatni ham rasvo qilishdi"
5793,Neutral,Ancha eski maʼlumot. Ozodlik Faqat oʻzimiz oʻrgandik demagin.
5794,Neutral,Fara tashkentskiy
5795,Neutral,500 ga ona bola bervotiyu xozi
5796,Neutral,Temir daftarga kirgizish kerak
5797,Negative,Bularni kinosini kim ham koʻrardi arzimaydi bu pulga . Bizda kino sohasi umuman rivojlanmagan gapini oʻqib kulgim keldi. Hamma yoq bachkana seriallarga toʻlib ketdi
5798,Neutral,"Voy , bular pul xam oladimi xali ... Ssenariylarni saviyasi shunchalik pastki, ularni tamosha kilganimiz uchun bizlarga pul berish kerak ."
5799,Positive,Aktyorlarni bir joyga jamlab davlat tashkiloti tashkil kilish kerak. Shartnomani davlat bilan kilib aktyorlarga OYLIK TULASh kerak.
5800,Neutral,Bir tiyin men uchun
5801,Neutral,Bu qanaqa kinolarda oʻynagan kim oʻzi tanimiman ekan
5802,Neutral,Xa bechora sho‘rlik aktyorlaraa ancha qiynalib qolishibdiyu a
5803,Neutral,Shunaqa saviyasiz kinolar uchun shuncha pulmi?????
5804,Neutral,Slaga nima nechpul olishi shunyam mavzu qildilami Ozodlikkk ozilaniyam Oyligilani yozib chiqarillllla bizayam bilili
5805,Neutral,Kursa buleydigon birorta manili kino yukku.yana paloncha gonorarmush.
5806,Neutral,"Aktiyorlar sulolasi-gonora
rlar davomchisimi,yoki
boshqa aktiyorlar yoʻqmi ..."
5807,Neutral,okayam o'zlarini Robert Downey Jr. deb o'ylaydi shekilli
5808,Neutral,Xalqni qarelar bu faqat sokinib vidyo tarqatadi lekin zor bu a wunaqa taqvolari bor biz ularni bilmimiz
5809,Positive,Eng zo'ri Ulug'bek Qodirov edi
5810,Positive,Serkirra aktyor. Uz kasbini ustasi. Omadini bersin.
5811,Neutral,Kimga kizigi bor masalan uzbek kinolarini kim xam kurardi?
5812,Neutral,Qarib ketibdi
5813,Positive,"Nisbatan osa kam. Toyga chiqadigan fonogrammachila
r yarim soatga 500-1000$ ga chiqib turganda. Kun boyi xar hil hollata rol oynidigan aktyor uchun bu kam... gonararini kinoni daromadiga boglab qoyish kere. Foydadan nechidur foizga boylab qoysa shunda aktyori gonorari sezilarli o'sadi"
5814,Neutral,Uvol shuncha pullar.
5815,Neutral,Bular xalk uchun uynamaydimi
5816,Neutral,"Eng yomon xislatlardan biri birovni moliyaviy axvolini titkilashdir.
Bu musulmonchilikka
tugri kemidi. Bu mani shaxsiy fikrim."
5817,Positive,Ba'zilariga qaraganda J. Zokirov haqiqiy professional aktyor. Omadini bersin
5818,Positive,U kinoni jiddiy eʼtibor bilan rul uynaydi haqiqiy aktyor
5819,Negative,Javoxirdan boshkasi bir tiyn.
5820,Neutral,"Bu mashshoklarni xayeti kimga jaaa kizik ekan aaa???soxta uynashlarini soginganlar bordurda,tufta seriallar,tufta
rollar,xayetiy emas xullas."
5821,Neutral,Shunda kuniga taxminan 100$ solik tulidimi?
5822,Neutral,Nimasi bechora bu akterlarni kuniga 500$ pul olsa Rossiyada bir ishlaydi 1 ta ishchi
5823,Neutral,sanlaga nima
5824,Neutral,"Toʻgʻri tajriba bor unda ayniqsa koʻzlar bilan ishlashni biladi. Lekin bizning kino studiyalarimiz mahallni chang koʻchalaridan u yogʻiga oʻta olmayapti. Har doim bir xil mavzular *qaynona-kelin*
*ikkinchi xotin* *sohta doʻstlar* *oʻxshamagan sevgi* exxe, qachon bizda ham darajasi siyosiy muhokamalargach
a yetib boradigan film olinar ekan-a?"
5825,Neutral,"Men birorta uzbek filmiga tokat kilolmayman, chunki sabr kilib kurib utirsa buladigan normalnыy kinolari yuk. Rejisserlar ot i do tupoyligidan olinayetgan kinolari uta sayoz, maza matrasiz. Ishoninglar men xech kaysi xozirgi chikayetgan kinolarni 3 minutdan ortik kurolmayman, xar safar umid kilaman, balki shu kino sal yaxshi ishlangandir deb... yuk, bir biridan bemaʼno,bachkana
... meni vaktim essiz unaka xom loyixali kinolarga..."
5826,Neutral,Boshka ish yukmikin kutarib chikkani
5827,Positive,"500 $ ni sumga aylantirsak, bu kuniga 5000000 sum degani. Zurku!"
5828,Positive,"Juda zor artist xakikiy, rollarini boplidi, xarizmatichnыy, intellegantnыy,
vezyot jene to"
5829,Positive,Ey yurak uzbek kinoda konfet kupaygan shu Akterga shogird tushish kerak
5830,Neutral,Kaysi kino serialga karama odni i te je uje kivorgilarin keladi
5831,Neutral,Sotkinda zur uynagan.
5832,Positive,Barakasini bersin sog OMON bulsin
5833,Neutral,Shôrliklar eng kam ish haqini olisharkan
5834,Neutral,Tashki kurinish buyuklikni bildirmaydi
5835,Positive,Juda zur aktyorlar
5836,Neutral,Bizani nima ishimiza bor. Tovba.
5837,Neutral,Aktyorlar kuniga kancha topishi menga kizigi chunki yaxshi kinoni uzi yuk bachkana kinolar bari olgan puliga shukur kilsin Rassiyaga borib ishlasa keyin pulni kadriga yetadi.
5838,Positive,Shu insondi rossayam kattik yaxshi kuraman zur aktyor uz rollarini judayam yaxshi uynedilar va xamma rollari uzlariga yarashadi
5839,Positive,"Professional aktyor, gap yoʻk."
5840,Positive,Yuqorida sanalgan aktyorlarni barchasi yaxshi.
5841,Neutral,"Xozirgi vaktda kinoni aktyor,kurishni injener,aptekad
a aptekachi,yulda yulchi ishlamayabdiku,ka
nakadir axmok kushikchi kinoga rol uynaydimiyey xuddiki kushikni koyillatgandek,
xar kim uz soxasida ishlasa shunda uz urniga xammasi tushib ketadi"
5842,Neutral,Koʻproqmasmi bu aktiyorga wuncha pul
5843,Positive,Kaysi kinolar uchun shuncha pul
5844,Positive,Yaxshi akter arziydi
5845,Positive,Bu aktyor xali oʻz rolini ijro etmadi. Juda yuqori plankadagi aktyor.
5846,Positive,"Gap yuk akter,Eng kimmat akter"
5847,Positive,"Omadini bersin,bir vaktlar 89,90 yillar fanati edik"
5848,Neutral,karim aka 1 chi yaana sizlar bilinkY uzini
5849,Neutral,Menga Bobur Yuldoshevni rollari yekardi.
5850,Negative,1 tinga qimat kinolar 
5851,Neutral,Chingizxon aktyor boʻlmagan.
5852,Positive,Arziydigon akter xamma rolini zor ijro etadi
5853,Positive,Yaxshi akter.
5854,Neutral,Shu yerda xam aktyor mi? Offf
5855,Neutral,Bechoralar juda kiyin ekan
5856,Neutral,Uzbek filmda kuradigan kino yukku lekin oxirgi zur film Ilxak edi
5857,Positive,AJOYIB AKTYoR UNGA FAKAT MAFIYa ROLLAR YaRAShADI!!!!!!
5858,Neutral,500 kuniga busa kinoni bir kunda olarkande
5859,Neutral,"Gonorari kamligidan AKSh ga uchyapganda Javoxir kizim yenida utirib kolib ,kani yuz dollar kanaka boladi kursatingchi deb soxta dollarni almashtirib kuygan "
5860,Positive,Zur akter u yaxshi rollar kani? Xox salbiy xox ijobiy bulsin makomiga yetkazadi. Familiyasiga munosib akter.
5861,Neutral,"Shunday nematni bergan Alloxga shukur kilishni xam unutmaslik kerak, odamzod xar kancha davlati bulsa xam noshukurlik kilaveradi, Uzbekistonni gonorari yokmasa tashkariga chikib ishlash kerak, lekin xar yerni kilma orzu, xar joyda bor tosh va torozu degan iboralarni doimo eslab yurish foydalik deb uylayman."
5862,Positive,Menga xam imkoniyat berishsa yaxshi rollarni yoritib beraman deb uylayman
5863,Positive,"Javoxir aka xakikatdan siz talantsiz sabab: Otangiz oddiy odam bulmagan, onangiz Juda talantli uzbek aktrisasi boshka Nima ........"
5864,Positive,Omadini bersin xurmat kilamiz
5865,Positive,ADIZ RAJABOVNI ULDI DEYIShGAN EDIKU.
5866,Positive,Oma zoʻr aktyor
5867,Positive,Barakasini BERSIN
5868,Positive,"Javohir aka rollarni qoyilmaqom va ishonchli oʻynaydi, rolga kirib ketadi...haloli
boʻlsin"
5869,Neutral,Ola
5870,Negative,1 tiyingga kimmat aktyorlar ruyxati bupti
5871,Negative,Idiotizm
5872,Positive,Arziydi
5873,Positive,"Javoxir Zokirov konida aktyorlik okib turgan tan olingan aktyor,biz kurib turganimizdek bu odamga loyik Mos va xos rol yuk uzimizni sayyoz kinolarimizda,a
gar zor senariya bulsa rolni koyillatib uynashi malumku xammamizga ,ustiga mashxur sulolaviy kushikcha va aktyorlarni davomchisiku"
5874,Neutral,Uzbekistonda tuzukrok fil oladigon rejisser yuk. Uzbek filmlarini Bir marta kurishga arang sabring chidaydi. Juda xam suniy filmlar.
5875,Neutral,"Turk, koreys, amerika, yevropa, xindiston kinolarini butun dunyo kuradi. Bizning filmlarimizni amerika, yevropa, koreya, kurarmikin. 90% filmlarimiz juda saviyasi past, krugozori kam ijodkorlar chikarmokda. Shuning uchun gonorar kam janobi ""aktyor""lar. Bu mening shaxsiy fikrim. Xech kaysi ""aktyor""ni xafa kilgim kemidi."
5876,Positive,"Mani 5 oylik pensiyam ekan. Bir kunda maladets. Barakasini bersin.
Xayot kimga ""asal,""
Kimga ""kand"" bergan."
5877,Neutral,"Xaa bechoraginalarga
juda kiyin ekan."
5878,Positive,Omadini bersin
